Stone,STONE,1,0
Grass Block,GRASS,2,0
Dirt,DIRT,3,0
Grassless Dirt,DIRT,3,1
Podzol,DIRT,3,2
Cobblestone,COBBLESTONE,4,0
Oak Wood Planks,WOOD,5,0
Spruce Wood Planks,WOOD,5,1
Birch Wood Planks,WOOD,5,2
Jungle Wood Planks,WOOD,5,3
Acacia Wood Planks,WOOD,5,4
Dark Oak Wood Planks,WOOD,5,5
Oak Sapling,SAPLING,6,0
Spruce Sapling,SAPLING,6,1
Birch Sapling,SAPLING,6,2
Jungle Sapling,SAPLING,6,3
Acacia Sapling,SAPLING,6,4
Dark Oak Sapling,SAPLING,6,5
Bedrock,BEDROCK,7,0
Water,WATER,8,0
Stationary Water,STATIONARY_WATER,9,0
Lava,LAVA,10,0
Stationary Lava,STATIONARY_LAVA,11,0
Sand,SAND,12,0
Gravel,GRAVEL,13,0
Gold Ore,GOLD_ORE,14,0
Iron Ore,IRON_ORE,15,0
Coal Ore,COAL_ORE,16,0
Oak Wood,LOG,17,0
Spruce Wood,LOG,17,1
Birch Wood,LOG,17,2
Jungle Wood,LOG,17,3
Leaves,LEAVES,18,0
Sponge,SPONGE,19,0
Glass,GLASS,20,0
Lapis Ore,LAPIS_ORE,21,0
Lapis Block,LAPIS_BLOCK,22,0
Dispenser,DISPENSER,23,0
Sandstone,SANDSTONE,24,0
Note Block,NOTE_BLOCK,25,0
Bed Block,BED_BLOCK,26,0
Powered Rail,POWERED_RAIL,27,0
Detector Rail,DETECTOR_RAIL,28,0
Piston Sticky Base,PISTON_STICKY_BASE,29,0
Web,WEB,30,0
Shrub,LONG_GRASS,31,0
Grass,LONG_GRASS,31,1
Fern,LONG_GRASS,31,2
Dead Bush,DEAD_BUSH,32,0
Piston Base,PISTON_BASE,33,0
Piston Extension,PISTON_EXTENSION,34,0
White Wool,WOOL,35,0
Orange Wool,WOOL,35,1
Magenta Wool,WOOL,35,2
Light Blue Wool,WOOL,35,3
Yellow Wool,WOOL,35,4
Lime Wool,WOOL,35,5
Pink Wool,WOOL,35,6
Gray Wool,WOOL,35,7
Light Gray Wool,WOOL,35,8
Cyan Wool,WOOL,35,9
Purple Wool,WOOL,35,10
Blue Wool,WOOL,35,11
Brown Wool,WOOL,35,12
Green Wool,WOOL,35,13
Red Wool,WOOL,35,14
Black Wool,WOOL,35,15
Piston Moving Piece,PISTON_MOVING_PIECE,36,0
Dandelion,YELLOW_FLOWER,37,0
Poppy,RED_ROSE,38,0
Blue Orchid,RED_ROSE,38,1
Allium,RED_ROSE,38,2
Azure Bluet,RED_ROSE,38,3
Red Tulip,RED_ROSE,38,4
Orange Tulip,RED_ROSE,38,5
White Tulip,RED_ROSE,38,6
Pink Tulip,RED_ROSE,38,7
Oxeye Daisy,RED_ROSE,38,8
Brown Mushroom,BROWN_MUSHROOM,39,0
Red Mushroom,RED_MUSHROOM,40,0
Gold Block,GOLD_BLOCK,41,0
Iron Block,IRON_BLOCK,42,0
Double Stone Slab,DOUBLE_STEP,43,0
Nether Brick Slab,DOUBLE_STEP,43,6
Stone Slab,STEP,44,0
Brick,BRICK,45,0
TNT,TNT,46,0
Bookshelf,BOOKSHELF,47,0
Mossy Cobblestone,MOSSY_COBBLESTONE,48,0
Obsidian,OBSIDIAN,49,0
Torch,TORCH,50,0
Fire,FIRE,51,0
Mob Spawner,MOB_SPAWNER,52,0
Wood Stairs,WOOD_STAIRS,53,0
Chest,CHEST,54,0
Redstone Wire,REDSTONE_WIRE,55,0
Diamond Ore,DIAMOND_ORE,56,0
Diamond Block,DIAMOND_BLOCK,57,0
Workbench,WORKBENCH,58,0
Crops,CROPS,59,0
Soil,SOIL,60,0
Furnace,FURNACE,61,0
Burning Furnace,BURNING_FURNACE,62,0
Sign Post,SIGN_POST,63,0
Wooden Door,WOODEN_DOOR,64,0
Ladder,LADDER,65,0
Rail,RAILS,66,0
Cobblestone Stairs,COBBLESTONE_STAIRS,67,0
Wall Sign,WALL_SIGN,68,0
Lever,LEVER,69,0
Stone Plate,STONE_PLATE,70,0
Iron Door Block,IRON_DOOR_BLOCK,71,0
Wood Plate,WOOD_PLATE,72,0
Redstone Ore,REDSTONE_ORE,73,0
Glowing Redstone Ore,GLOWING_REDSTONE_ORE,74,0
Redstone Torch Off,REDSTONE_TORCH_OFF,75,0
Redstone Torch On,REDSTONE_TORCH_ON,76,0
Stone Button,STONE_BUTTON,77,0
Snow,SNOW,78,0
Ice,ICE,79,0
Snow Block,SNOW_BLOCK,80,0
Cactus,CACTUS,81,0
Clay,CLAY,82,0
Sugar Cane Block,SUGAR_CANE_BLOCK,83,0
Jukebox,JUKEBOX,84,0
Fence,FENCE,85,0
Pumpkin,PUMPKIN,86,0
Netherrack,NETHERRACK,87,0
Soul Sand,SOUL_SAND,88,0
Glowstone,GLOWSTONE,89,0
Portal,PORTAL,90,0
Jack O Lantern,JACK_O_LANTERN,91,0
Cake Block,CAKE_BLOCK,92,0
Diode Block Off,DIODE_BLOCK_OFF,93,0
Diode Block On,DIODE_BLOCK_ON,94,0
White Stained Glass,STAINED_GLASS,95,0
Orange Stained Glass,STAINED_GLASS,95,1
Magenta Stained Glass,STAINED_GLASS,95,2
Light Blue Stained Glass,STAINED_GLASS,95,3
Yellow Stained Glass,STAINED_GLASS,95,4
Lime Stained Glass,STAINED_GLASS,95,5
Pink Stained Glass,STAINED_GLASS,95,6
Gray Stained Glass,STAINED_GLASS,95,7
Light Gray Stained Glass,STAINED_GLASS,95,8
Cyan Stained Glass,STAINED_GLASS,95,9
Purple Stained Glass,STAINED_GLASS,95,10
Blue Stained Glass,STAINED_GLASS,95,11
Brown Stained Glass,STAINED_GLASS,95,12
Green Stained Glass,STAINED_GLASS,95,13
Red Stained Glass,STAINED_GLASS,95,14
Black Stained Glass,STAINED_GLASS,95,15
Trap Door,TRAP_DOOR,96,0
Monster Eggs,MONSTER_EGGS,97,0
Stone Brick,SMOOTH_BRICK,98,0
Mossy Stone Brick,SMOOTH_BRICK,98,1
Cracked Stone Brick,SMOOTH_BRICK,98,2
Chiseled Stone Brick,SMOOTH_BRICK,98,3
Huge Mushroom 1,HUGE_MUSHROOM_1,99,0
Huge Mushroom 2,HUGE_MUSHROOM_2,100,0
Iron Fence,IRON_FENCE,101,0
Thin Glass,THIN_GLASS,102,0
Melon Block,MELON_BLOCK,103,0
Pumpkin Stem,PUMPKIN_STEM,104,0
Melon Stem,MELON_STEM,105,0
Vine,VINE,106,0
Fence Gate,FENCE_GATE,107,0
Brick Stairs,BRICK_STAIRS,108,0
Smooth Stairs,SMOOTH_STAIRS,109,0
Mycel,MYCEL,110,0
Water Lily,WATER_LILY,111,0
Nether Brick,NETHER_BRICK,112,0
Nether Fence,NETHER_FENCE,113,0
Nether Brick Stairs,NETHER_BRICK_STAIRS,114,0
Nether Wart Block,NETHER_WARTS,115,0
Enchantment Table,ENCHANTMENT_TABLE,116,0
Brewing Stand,BREWING_STAND,117,0
Cauldron,CAULDRON,118,0
Ender Portal,ENDER_PORTAL,119,0
Ender Portal Frame,ENDER_PORTAL_FRAME,120,0
Ender Stone,ENDER_STONE,121,0
Dragon Egg,DRAGON_EGG,122,0
Redstone Lamp Off,REDSTONE_LAMP_OFF,123,0
Redstone Lamp On,REDSTONE_LAMP_ON,124,0
Wood Double Step,WOOD_DOUBLE_STEP,125,0
Wood Step,WOOD_STEP,126,0
Cocoa Stalk,COCOA,127,0
Sandstone Stairs,SANDSTONE_STAIRS,128,0
Emerald Ore,EMERALD_ORE,129,0
Ender Chest,ENDER_CHEST,130,0
Tripwire Hook,TRIPWIRE_HOOK,131,0
Tripwire,TRIPWIRE,132,0
Emerald Block,EMERALD_BLOCK,133,0
Spruce Wood Stairs,SPRUCE_WOOD_STAIRS,134,0
Birch Wood Stairs,BIRCH_WOOD_STAIRS,135,0
Jungle Wood Stairs,JUNGLE_WOOD_STAIRS,136,0
Command,COMMAND,137,0
Beacon,BEACON,138,0
Cobble Wall,COBBLE_WALL,139,0
Flower Pot,FLOWER_POT,140,0
Carrot Crop,CARROT,141,0
Potato Crop,POTATO,142,0
Wood Button,WOOD_BUTTON,143,0
Skull,SKULL,144,0
Anvil,ANVIL,145,0
Trapped Chest,TRAPPED_CHEST,146,0
Gold Plate,GOLD_PLATE,147,0
Iron Plate,IRON_PLATE,148,0
Redstone Comparator Off,REDSTONE_COMPARATOR_OFF,149,0
Redstone Comparator On,REDSTONE_COMPARATOR_ON,150,0
Daylight Detector,DAYLIGHT_DETECTOR,151,0
Redstone Block,REDSTONE_BLOCK,152,0
Quartz Ore,QUARTZ_ORE,153,0
Hopper,HOPPER,154,0
Quartz Block,QUARTZ_BLOCK,155,0
Quartz Stairs,QUARTZ_STAIRS,156,0
Activator Rail,ACTIVATOR_RAIL,157,0
Dropper,DROPPER,158,0
White Stained Glass Pane,STAINED_GLASS_PANE,160,0
Orange Stained Glass Pane,STAINED_GLASS_PANE,160,1
Magenta Stained Glass Pane,STAINED_GLASS_PANE,160,2
Light Blue Stained Glass Pane,STAINED_GLASS_PANE,160,3
Yellow Stained Glass Pane,STAINED_GLASS_PANE,160,4
Lime Stained Glass Pane,STAINED_GLASS_PANE,160,5
Pink Stained Glass Pane,STAINED_GLASS_PANE,160,6
Gray Stained Glass Pane,STAINED_GLASS_PANE,160,7
Light Gray Stained Glass Pane,STAINED_GLASS_PANE,160,8
Cyan Stained Glass Pane,STAINED_GLASS_PANE,160,9
Purple Stained Glass Pane,STAINED_GLASS_PANE,160,10
Blue Stained Glass Pane,STAINED_GLASS_PANE,160,11
Brown Stained Glass Pane,STAINED_GLASS_PANE,160,12
Green Stained Glass Pane,STAINED_GLASS_PANE,160,13
Red Stained Glass Pane,STAINED_GLASS_PANE,160,14
Black Stained Glass Pane,STAINED_GLASS_PANE,160,15
Acacia Wood,LOG_2,162,0
Dark Oak Wood,LOG_2,162,1
Packed Ice,PACKED_ICE,174,0
Iron Spade,IRON_SPADE,256,0
Iron Pickaxe,IRON_PICKAXE,257,0
Iron Axe,IRON_AXE,258,0
Flint And Steel,FLINT_AND_STEEL,259,0
Apple,APPLE,260,0
Bow,BOW,261,0
Arrow,ARROW,262,0
Coal,COAL,263,0
Charcoal,COAL,263,1
Diamond,DIAMOND,264,0
Iron Ingot,IRON_INGOT,265,0
Gold Ingot,GOLD_INGOT,266,0
Iron Sword,IRON_SWORD,267,0
Wood Sword,WOOD_SWORD,268,0
Wood Spade,WOOD_SPADE,269,0
Wood Pickaxe,WOOD_PICKAXE,270,0
Wood Axe,WOOD_AXE,271,0
Stone Sword,STONE_SWORD,272,0
Stone Spade,STONE_SPADE,273,0
Stone Pickaxe,STONE_PICKAXE,274,0
Stone Axe,STONE_AXE,275,0
Diamond Sword,DIAMOND_SWORD,276,0
Diamond Spade,DIAMOND_SPADE,277,0
Diamond Pickaxe,DIAMOND_PICKAXE,278,0
Diamond Axe,DIAMOND_AXE,279,0
Stick,STICK,280,0
Bowl,BOWL,281,0
Mushroom Soup,MUSHROOM_SOUP,282,0
Gold Sword,GOLD_SWORD,283,0
Gold Spade,GOLD_SPADE,284,0
Gold Pickaxe,GOLD_PICKAXE,285,0
Gold Axe,GOLD_AXE,286,0
String,STRING,287,0
Feather,FEATHER,288,0
Sulphur,SULPHUR,289,0
Wood Hoe,WOOD_HOE,290,0
Stone Hoe,STONE_HOE,291,0
Iron Hoe,IRON_HOE,292,0
Diamond Hoe,DIAMOND_HOE,293,0
Gold Hoe,GOLD_HOE,294,0
Seeds,SEEDS,295,0
Wheat,WHEAT,296,0
Bread,BREAD,297,0
Leather Helmet,LEATHER_HELMET,298,0
Leather Chestplate,LEATHER_CHESTPLATE,299,0
Leather Leggings,LEATHER_LEGGINGS,300,0
Leather Boots,LEATHER_BOOTS,301,0
Chainmail Helmet,CHAINMAIL_HELMET,302,0
Chainmail Chestplate,CHAINMAIL_CHESTPLATE,303,0
Chainmail Leggings,CHAINMAIL_LEGGINGS,304,0
Chainmail Boots,CHAINMAIL_BOOTS,305,0
Iron Helmet,IRON_HELMET,306,0
Iron Chestplate,IRON_CHESTPLATE,307,0
Iron Leggings,IRON_LEGGINGS,308,0
Iron Boots,IRON_BOOTS,309,0
Diamond Helmet,DIAMOND_HELMET,310,0
Diamond Chestplate,DIAMOND_CHESTPLATE,311,0
Diamond Leggings,DIAMOND_LEGGINGS,312,0
Diamond Boots,DIAMOND_BOOTS,313,0
Gold Helmet,GOLD_HELMET,314,-218
Gold Chestplate,GOLD_CHESTPLATE,315,-218
Gold Leggings,GOLD_LEGGINGS,316,-218
Gold Boots,GOLD_BOOTS,317,-218
Flint,FLINT,318,0
Pork,PORK,319,0
Grilled Pork,GRILLED_PORK,320,0
Painting,PAINTING,321,0
Golden Apple,GOLDEN_APPLE,322,0
Sign,SIGN,323,0
Wood Door,WOOD_DOOR,324,0
Bucket,BUCKET,325,0
Water Bucket,WATER_BUCKET,326,0
Lava Bucket,LAVA_BUCKET,327,0
Minecart,MINECART,328,0
Saddle,SADDLE,329,0
Iron Door,IRON_DOOR,330,0
Redstone,REDSTONE,331,0
Snow Ball,SNOW_BALL,332,0
Boat,BOAT,333,0
Leather,LEATHER,334,0
Milk Bucket,MILK_BUCKET,335,0
Clay Brick,CLAY_BRICK,336,0
Clay Ball,CLAY_BALL,337,0
Sugar Cane,SUGAR_CANE,338,0
Paper,PAPER,339,0
Book,BOOK,340,0
Slime Ball,SLIME_BALL,341,0
Storage Minecart,STORAGE_MINECART,342,0
Powered Minecart,POWERED_MINECART,343,0
Egg,EGG,344,0
Compass,COMPASS,345,0
Fishing Rod,FISHING_ROD,346,0
Watch,WATCH,347,0
Glowstone Dust,GLOWSTONE_DUST,348,0
Raw Fish,RAW_FISH,349,0
Raw Salmon,RAW_FISH,349,1
Cooked Fish,COOKED_FISH,350,0
Cooked Salmon,RAW_FISH,350,1
Ink Sack,INK_SACK,351,0
Rose Red,INK_SACK,351,1
Cactus Green,INK_SACK,351,2
Cocoa,INK_SACK,351,3
Lapis Lazuli,INK_SACK,351,4
Purple Dye,INK_SACK,351,5
Cyan Dye,INK_SACK,351,6
Light Gray Dye,INK_SACK,351,7
Gray Dye,INK_SACK,351,8
Pink Dye,INK_SACK,351,9
Lime Dye,INK_SACK,351,10
Dandelion Yellow,INK_SACK,351,11
Light Blue Dye,INK_SACK,351,12
Magenta Dye,INK_SACK,351,13
Orange Dye,INK_SACK,351,14
Bone Meal,INK_SACK,351,15
Bone,BONE,352,0
Sugar,SUGAR,353,0
Cake,CAKE,354,0
Bed,BED,355,0
Diode,DIODE,356,0
Cookie,COOKIE,357,0
Map,MAP,358,0
Shears,SHEARS,359,0
Melon,MELON,360,0
Pumpkin Seeds,PUMPKIN_SEEDS,361,0
Melon Seeds,MELON_SEEDS,362,0
Raw Beef,RAW_BEEF,363,0
Cooked Beef,COOKED_BEEF,364,0
Raw Chicken,RAW_CHICKEN,365,0
Cooked Chicken,COOKED_CHICKEN,366,0
Rotten Flesh,ROTTEN_FLESH,367,0
Ender Pearl,ENDER_PEARL,368,0
Blaze Rod,BLAZE_ROD,369,0
Ghast Tear,GHAST_TEAR,370,0
Gold Nugget,GOLD_NUGGET,371,0
Nether Wart,NETHER_STALK,372,0
Clear Potion,POTION,373,7
Diffuse Potion,POTION,373,11
Artless Potion,POTION,373,13
Bungling Potion,POTION,373,23
Suave Potion,POTION,373,29
Smooth Potion,POTION,373,91
Refined Potion,POTION,373,107
Cordial Potion,POTION,373,109
Potent Potion,POTION,373,112
Acrid Potion,POTION,373,123
Gross Potion,POTION,373,125
Potion,POTION,373,0
Glass Bottle,GLASS_BOTTLE,374,0
Spider Eye,SPIDER_EYE,375,0
Fermented Spider Eye,FERMENTED_SPIDER_EYE,376,0
Blaze Powder,BLAZE_POWDER,377,0
Magma Cream,MAGMA_CREAM,378,0
Brewing Stand Item,BREWING_STAND_ITEM,379,0
Cauldron Item,CAULDRON_ITEM,380,0
Eye Of Ender,EYE_OF_ENDER,381,0
Speckled Melon,SPECKLED_MELON,382,0
Monster Egg,MONSTER_EGG,383,0
Exp Bottle,EXP_BOTTLE,384,0
Fireball,FIREBALL,385,0
Book And Quill,BOOK_AND_QUILL,386,0
Written Book,WRITTEN_BOOK,387,0
Emerald,EMERALD,388,0
Item Frame,ITEM_FRAME,389,0
Flower Pot Item,FLOWER_POT_ITEM,390,0
Carrot,CARROT_ITEM,391,0
Potato,POTATO_ITEM,392,0
Baked Potato,BAKED_POTATO,393,0
Poisonous Potato,POISONOUS_POTATO,394,0
Empty Map,EMPTY_MAP,395,0
Golden Carrot,GOLDEN_CARROT,396,0
Skull Item,SKULL_ITEM,397,0
Carrot Stick,CARROT_STICK,398,0
Nether Star,NETHER_STAR,399,0
Pumpkin Pie,PUMPKIN_PIE,400,0
Firework,FIREWORK,401,0
Firework Charge,FIREWORK_CHARGE,402,0
Enchanted Book,ENCHANTED_BOOK,403,0
Redstone Comparator,REDSTONE_COMPARATOR,404,0
Nether Brick Item,NETHER_BRICK_ITEM,405,0
Quartz,QUARTZ,406,0
Explosive Minecart,EXPLOSIVE_MINECART,407,0
Hopper Minecart,HOPPER_MINECART,408,0
Gold Record,GOLD_RECORD,2256,0
Green Record,GREEN_RECORD,2257,0
Record 3,RECORD_3,2258,0
Record 4,RECORD_4,2259,0
Record 5,RECORD_5,2260,0
Record 6,RECORD_6,2261,0
Record 7,RECORD_7,2262,0
Record 8,RECORD_8,2263,0
Record 9,RECORD_9,2264,0
Record 10,RECORD_10,2265,0
Record 11,RECORD_11,2266,0
Record 12,RECORD_12,2267,0
